data;horario;n_da_ocorrencia;tipo_de_ocorrencia;km;trecho;sentido;tipo_de_acidente;automovel;bicicleta;caminhao;moto;onibus;outros;tracao_animal;transporte_de_cargas_especiais;trator_maquinas;utilitarios;ilesos;levemente_feridos;moderadamente_feridos;gravemente_feridos;mortos
03/08/2021;10:51:05;71;Acidente sem VITIMA;335,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0
03/08/2021;12:40:07;82;Acidente com VITIMA;361,000;BR-101/SC;Norte;Colisão - Traseira;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0
04/08/2021;12:59:17;100;Acidente sem VITIMA;282,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0
04/08/2021;13:37:01;105;Acidente sem VITIMA;272,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
04/08/2021;16:10:32;130;Acidente com VITIMA;277,000;BR-101/SC;Norte;Colisão - Transversal;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0
04/08/2021;22:05:18;164;Acidente com VITIMA;282,000;BR-101/SC;Sul;Colisão - Lateral;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0
05/08/2021;04:55:09;18;Acidente sem VITIMA;311,000;BR-101/SC;Norte;Capotamento;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
05/08/2021;05:10:14;19;Acidente sem VITIMA;311,000;BR-101/SC;Norte;Colisão - Lateral;1;0;1;0;0;0;0;0;0;0;3;0;0;0;0
05/08/2021;07:53:15;36;Acidente sem VITIMA;358,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
05/08/2021;00:19:50;5;Acidente sem VITIMA;360,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
05/08/2021;09:41:32;57;Acidente sem VITIMA;257,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
05/08/2021;15:04:30;99;Acidente sem VITIMA;311,000;BR-101/SC;Sul;Queda de moto;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
06/08/2021;14:37:17;124;Acidente com VITIMA;353,000;BR-101/SC;Norte;Colisão - Lateral;0;0;0;1;0;0;0;0;0;1;1;2;0;0;0
06/08/2021;15:24:58;130;Acidente sem VITIMA;298,000;BR-101/SC;Sul;Colisão - Lateral;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
06/08/2021;18:00:22;151;Acidente com VITIMA;330,000;BR-101/SC;Norte;Queda de moto;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
06/08/2021;18:16:04;152;Acidente com VITIMA;331,000;BR-101/SC;Norte;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;3;1;0;0;0
06/08/2021;18:35:39;156;Acidente sem VITIMA;329,000;BR-101/SC;Norte;Engavetamento;5;0;0;0;0;0;0;0;0;0;5;0;0;0;0
06/08/2021;04:39:20;17;Acidente com VITIMA;342,000;BR-101/SC;Sul;Colisão - Lateral;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0
06/08/2021;21:03:42;179;Acidente sem VITIMA;333,000;BR-101/SC;Norte;Colisão - Lateral;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
06/08/2021;21:20:09;182;Acidente com VITIMA;333,000;BR-101/SC;Norte;Colisão - Traseira;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0
06/08/2021;04:52:17;19;Acidente sem VITIMA;303,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
06/08/2021;22:44:00;190;Acidente sem VITIMA;272,000;BR-101/SC;Sul;Tombamento;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
06/08/2021;23:58:28;196;Acidente sem VITIMA;250,000;BR-101/SC;Sul;Colisão - Traseira;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0
06/08/2021;06:50:53;26;Acidente sem VITIMA;424,000;BR-101/SC;Sul;Saída de pista;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
06/08/2021;10:56:54;76;Acidente sem VITIMA;336,000;BR-101/SC;Sul;Queda de moto;1;0;0;1;0;0;0;0;0;0;2;0;0;0;0
07/08/2021;19:18:32;103;Acidente com VITIMA;319,000;BR-101/SC;Norte;Colisão - Lateral;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0
07/08/2021;19:22:22;104;Acidente sem VITIMA;273,000;BR-101/SC;Norte;Choque com objeto sobre a pista;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0
07/08/2021;21:54:10;120;Acidente sem VITIMA;324,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
07/08/2021;02:57:46;17;Acidente sem VITIMA;368,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
07/08/2021;07:59:37;41;Acidente sem VITIMA;331,000;BR-101/SC;Norte;Colisão - Lateral;4;0;0;0;0;0;0;0;0;0;3;0;0;0;0
07/08/2021;09:41:36;53;Acidente sem VITIMA;280,000;BR-101/SC;Sul;Colisão - Lateral;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0
07/08/2021;10:02:08;55;Acidente com VITIMA;453,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0
07/08/2021;10:33:05;57;Acidente sem VITIMA;280,310;BR-101/SC;Sul;Colisão - Lateral;1;0;0;0;0;0;0;1;0;0;5;0;0;0;0
07/08/2021;01:41:02;6;Acidente sem VITIMA;389,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
07/08/2021;14:25:42;75;Acidente com VITIMA;335,800;BR-101/SC;Norte;Tombamento;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0
07/08/2021;14:38:52;76;Acidente sem VITIMA;438,000;BR-101/SC;Sul;Choque Barreira;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
07/08/2021;16:44:43;92;Acidente sem VITIMA;280,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
07/08/2021;16:54:11;93;Acidente sem VITIMA;379,000;BR-101/SC;Sul;Colisão - Traseira;1;0;1;0;0;0;0;0;0;0;5;0;0;0;0
08/08/2021;19:58:17;104;Acidente sem VITIMA;463,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;7;0;0;0;0
08/08/2021;20:00:15;105;Acidente sem VITIMA;394,000;BR-101/SC;Sul;Colisão - Frontal;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
08/08/2021;21:15:35;113;Acidente sem VITIMA;435,000;BR-101/SC;Sul;Colisão - Lateral;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
08/08/2021;11:07:32;48;Acidente com VITIMA;392,000;BR-101/SC;Ambos;Queda de moto;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0
08/08/2021;01:54:42;6;Acidente com VITIMA;434,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;2;0;1;0;0
08/08/2021;13:50:14;61;Atropelamento Fatal;302,000;BR-101/SC;Norte;Atropelamento - Suicida;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1
08/08/2021;02:26:09;8;Acidente com VITIMA;397,000;BR-101/SC;Sul;Colisão - Traseira;1;0;1;0;0;0;0;0;0;0;2;0;1;0;0
08/08/2021;18:21:53;89;Acidente sem VITIMA;344,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
09/08/2021;18:02:46;138;Acidente sem VITIMA;327,000;BR-101/SC;Sul;Colisão - Transversal;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
09/08/2021;22:14:25;164;Acidente sem VITIMA;331,000;BR-101/SC;Sul;Colisão - Traseira;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0
09/08/2021;09:31:01;58;Acidente com VITIMA;368,000;BR-101/SC;Norte;Capotamento;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0
09/08/2021;11:53:08;85;Acidente sem VITIMA;281,000;BR-101/SC;Sul;Capotamento;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
10/08/2021;05:58:43;15;Acidente sem VITIMA;347,000;BR-101/SC;Sul;Capotamento;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
10/08/2021;16:00:54;158;Acidente sem VITIMA;405,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
10/08/2021;17:57:58;171;Acidente com VITIMA;323,000;BR-101/SC;Norte;;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0
10/08/2021;18:25:41;174;Acidente com VITIMA;304,000;BR-101/SC;Sul;Tombamento;2;0;0;1;0;0;0;0;0;0;2;2;0;0;0
10/08/2021;18:29:23;177;Acidente sem VITIMA;443,000;BR-101/SC;Sul;Colisão - Traseira;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0
10/08/2021;19:43:05;181;Acidente sem VITIMA;371,000;BR-101/SC;Norte;Saída de pista;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
10/08/2021;20:14:37;187;Acidente com VITIMA;449,000;BR-101/SC;Sul;Capotamento;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0
10/08/2021;22:59:39;193;Acidente sem VITIMA;316,000;BR-101/SC;Norte;Capotamento;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0
11/08/2021;18:33:27;126;Acidente sem VITIMA;438,000;BR-101/SC;Sul;Saída de pista;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
11/08/2021;19:27:15;131;Acidente sem VITIMA;464,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0
11/08/2021;22:05:24;143;Acidente sem VITIMA;271,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0
11/08/2021;08:19:03;41;Acidente sem VITIMA;361,000;BR-101/SC;Norte;Choque Barreira;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0
11/08/2021;10:02:20;65;Acidente sem VITIMA;330,000;BR-101/SC;Norte;Outros;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
12/08/2021;22:49:07;144;Acidente sem VITIMA;316,000;BR-101/SC;Norte;Atropelamento de Animal;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0
12/08/2021;05:26:00;15;Acidente com VITIMA;266,000;BR-101/SC;Sul;Queda de moto;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
13/08/2021;22:23:33;105;Acidente sem VITIMA;256,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
13/08/2021;08:20:25;33;Acidente com VITIMA;456,000;BR-101/SC;Sul;Queda de moto;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0
13/08/2021;17:33:53;79;Acidente sem VITIMA;346,000;BR-101/SC;Norte;Colisão - Traseira;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
13/08/2021;20:40:53;96;Acidente sem VITIMA;368,000;BR-101/SC;Sul;Colisão - Lateral;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0
14/08/2021;06:34:44;13;Acidente com VITIMA;280,000;BR-101/SC;Sul;Choque - Poste;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
14/08/2021;02:49:40;3;Acidente sem VITIMA;397,000;BR-101/SC;Norte;;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
14/08/2021;09:09:13;31;Acidente sem VITIMA;429,000;BR-101/SC;Norte;Outros;1;0;1;0;0;0;0;0;0;0;3;0;0;0;0
15/08/2021;00:45:02;3;Acidente sem VITIMA;308,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0
15/08/2021;17:59:33;86;Acidente sem VITIMA;298,000;BR-101/SC;Norte;Colisão - Traseira;3;0;0;0;0;0;0;0;0;0;4;0;0;0;0
15/08/2021;20:38:46;99;Acidente com VITIMA;283,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
16/08/2021;17:40:30;146;Acidente sem VITIMA;360,000;BR-101/SC;Norte;Colisão - Lateral;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0
17/08/2021;23:16:57;135;Acidente sem VITIMA;376,000;BR-101/SC;Sul;Saída de pista;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
18/08/2021;19:57:36;132;Acidente sem VITIMA;327,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
18/08/2021;23:34:14;144;Acidente sem VITIMA;348,000;BR-101/SC;Sul;Choque - Caixa de Captação/Fibra;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
18/08/2021;08:40:32;46;Acidente sem VITIMA;394,000;BR-101/SC;Norte;Choque Defensa;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0
18/08/2021;12:00:57;82;Acidente sem VITIMA;422,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0
19/08/2021;14:41:31;107;Acidente com VITIMA;289,000;BR-101/SC;Norte;Colisão - Lateral;1;0;1;0;0;0;0;0;0;0;3;1;0;0;0
19/08/2021;17:21:42;134;Acidente sem VITIMA;328,000;BR-101/SC;Norte;Colisão - Transversal;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0
19/08/2021;19:44:31;141;Acidente sem VITIMA;334,000;BR-101/SC;Sul;Choque Barreira;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
19/08/2021;22:29:15;157;Acidente sem VITIMA;343,000;BR-101/SC;Sul;Choque com veículo na faixa de rolamento;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
19/08/2021;00:10:23;2;Acidente sem VITIMA;366,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
19/08/2021;07:59:33;38;Acidente sem VITIMA;415,000;BR-101/SC;Sul;Colisão - Traseira;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
19/08/2021;11:07:04;72;Acidente sem VITIMA;464,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
20/08/2021;14:01:29;125;Acidente sem VITIMA;360,000;BR-101/SC;Sul;Colisão - Traseira;1;0;0;0;0;0;0;1;0;0;3;0;0;0;0
20/08/2021;11:33:43;98;Acidente com VITIMA;359,000;BR-101/SC;Norte;Colisão - Traseira;2;0;0;0;0;0;0;1;0;0;2;2;0;0;0
21/08/2021;08:46:35;39;Acidente com VITIMA;362,000;BR-101/SC;Norte;Choque Barreira;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
21/08/2021;13:53:53;69;Acidente sem VITIMA;318,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
21/08/2021;03:41:58;9;Acidente sem VITIMA;335,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
22/08/2021;22:20:04;131;Acidente sem VITIMA;347,000;BR-101/SC;Sul;Queda de moto;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
22/08/2021;23:06:27;134;Acidente sem VITIMA;438,000;BR-101/SC;Sul;Choque - Sinalização;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
22/08/2021;04:01:17;14;Acidente sem VITIMA;420,000;BR-101/SC;Sul;Choque Defensa;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
22/08/2021;14:57:12;75;Acidente com VITIMA;337,000;BR-101/SC;Ambos;Colisão - Traseira;1;0;0;1;0;0;0;0;0;0;0;0;2;0;0
22/08/2021;16:37:53;87;Acidente sem VITIMA;418,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;5;0;0;0;0
22/08/2021;17:06:37;90;Acidente sem VITIMA;355,000;BR-101/SC;Sul;Capotamento;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
23/08/2021;19:45:55;114;Acidente com VITIMA;387,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
23/08/2021;21:47:06;124;Acidente sem VITIMA;259,000;BR-101/SC;Norte;Colisão - Traseira;0;0;1;0;0;0;0;1;0;0;2;0;0;0;0
23/08/2021;00:06:36;2;Acidente sem VITIMA;416,000;BR-101/SC;Sul;Queda de moto;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
23/08/2021;09:17:03;49;Acidente sem VITIMA;323,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
24/08/2021;18:15:53;123;Acidente com VITIMA;305,000;BR-101/SC;Sul;Colisão - Lateral;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0
24/08/2021;19:24:28;129;Acidente com VITIMA;314,000;BR-101/SC;Norte;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0
24/08/2021;02:30:10;9;Acidente sem VITIMA;417,000;BR-101/SC;Sul;Queda de moto;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
25/08/2021;17:32:10;118;Acidente sem VITIMA;392,000;BR-101/SC;Sul;Colisão - Traseira;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0
25/08/2021;08:43:38;46;Acidente com VITIMA;291,000;BR-101/SC;Norte;Colisão - Traseira;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0
25/08/2021;10:55:55;68;Acidente com VITIMA;257,000;BR-101/SC;Sul;Colisão - Lateral;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
25/08/2021;11:14:41;72;Acidente sem VITIMA;332,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
26/08/2021;19:56:46;134;Acidente com VITIMA;269,000;BR-101/SC;Sul;Queda de moto;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
26/08/2021;12:02:11;77;Acidente sem VITIMA;346,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
27/08/2021;15:08:24;111;Acidente com VITIMA;369,000;BR-101/SC;Norte;Choque Barreira;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0
27/08/2021;04:36:54;12;Acidente sem VITIMA;360,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
27/08/2021;00:32:03;3;Acidente sem VITIMA;270,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
28/08/2021;02:47:04;13;Acidente sem VITIMA;373,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
28/08/2021;13:21:14;65;Acidente com VITIMA;365,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0
29/08/2021;04:24:10;10;Acidente sem VITIMA;330,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
29/08/2021;06:20:37;16;Acidente sem VITIMA;394,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
29/08/2021;07:08:09;20;Acidente sem VITIMA;375,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0
29/08/2021;08:55:46;31;Atropelamento;313,000;BR-101/SC;Norte;Atropelamento - Usuário;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0
29/08/2021;09:20:42;35;Acidente sem VITIMA;374,000;BR-101/SC;Norte;Saída de pista;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
29/08/2021;01:30:18;4;Acidente sem VITIMA;280,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
29/08/2021;17:21:13;69;Acidente sem VITIMA;457,000;BR-101/SC;Sul;Colisão - Lateral;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0
29/08/2021;19:10:17;78;Acidente sem VITIMA;378,900;BR-101/SC;Norte;Queda de moto;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
29/08/2021;04:03:25;8;Acidente sem VITIMA;312,000;BR-101/SC;Norte;Capotamento;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
29/08/2021;20:53:42;89;Acidente sem VITIMA;338,000;BR-101/SC;Norte;Colisão - Lateral;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0
30/08/2021;07:51:04;36;Acidente sem VITIMA;411,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
30/08/2021;08:01:40;41;Acidente com VITIMA;436,000;BR-101/SC;Norte;Colisão - Traseira;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0
30/08/2021;12:20:15;82;Acidente sem VITIMA;342,000;BR-101/SC;Norte;Colisão - Lateral;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
30/08/2021;13:12:55;85;Acidente sem VITIMA;342,000;BR-101/SC;Sul;Colisão - Frontal;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
30/08/2021;13:37:37;89;Acidente com VITIMA;356,000;BR-101/SC;Norte;Choque - Meio Fio;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
30/08/2021;13:41:37;91;Acidente com VITIMA;308,000;BR-101/SC;Sul;Choque - Meio Fio;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0
30/08/2021;13:51:01;94;Acidente sem VITIMA;437,000;BR-101/SC;Norte;Choque Barreira;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
31/08/2021;02:06:20;10;Acidente sem VITIMA;260,000;BR-101/SC;Sul;Colisão - Traseira;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0
31/08/2021;16:29:42;110;Acidente sem VITIMA;298,000;BR-101/SC;Sul;Colisão - Traseira;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0
31/08/2021;19:05:12;129;Atropelamento;439,000;BR-101/SC;Sul;Atropelamento - Usuário;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0
31/08/2021;11:37:35;81;Acidente com VITIMA;271,000;BR-101/SC;Sul;Capotamento;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0
01/09/2021;07:00:17;36;Acidente com VITIMA;358,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;1;2;2;0;0;0
01/09/2021;07:06:46;37;Acidente com VITIMA;310,000;BR-101/SC;Norte;Queda de moto;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0
01/09/2021;16:16:54;142;Acidente com VITIMA;312,000;BR-101/SC;Norte;Colisão - Frontal;2;0;0;0;0;0;0;0;0;0;11;1;0;0;0
02/09/2021;00:18:10;2;Acidente com VITIMA;366,000;BR-101/SC;Sul;Colisão - Traseira;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0
02/09/2021;16:54:52;132;Acidente sem VITIMA;405,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;1;2;0;0;0;0
02/09/2021;19:30:37;153;Acidente com VITIMA;435,000;BR-101/SC;Norte;Colisão - Frontal;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0
02/09/2021;19:41:43;155;Acidente com VITIMA;364,000;BR-101/SC;Sul;Queda de moto;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
02/09/2021;20:25:52;159;Acidente sem VITIMA;438,000;BR-101/SC;Sul;Colisão - Lateral;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
03/09/2021;09:50:06;62;Acidente com VITIMA;344,000;BR-101/SC;Norte;Colisão - Traseira;3;0;0;0;0;0;0;0;0;0;3;1;0;0;0
03/09/2021;13:17:39;94;Acidente sem VITIMA;464,000;BR-101/SC;Sul;Tombamento;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
03/09/2021;17:17:00;115;Acidente sem VITIMA;332,000;BR-101/SC;Sul;Colisão - Transversal;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
03/09/2021;20:09:26;150;Acidente com VITIMA;362,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;5;1;0;0;0
03/09/2021;21:44:56;161;Acidente com VITIMA;344,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0
04/09/2021;01:56:33;11;Acidente com VITIMA;331,000;BR-101/SC;Sul;Colisão - Traseira;0;0;0;2;0;0;0;0;0;0;1;1;1;0;0
04/09/2021;05:04:15;25;Acidente sem VITIMA;292,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
04/09/2021;09:33:13;44;Acidente com VITIMA;324,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0
04/09/2021;13:13:10;73;Acidente sem VITIMA;360,000;BR-101/SC;Norte;Choque Barreira;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0
04/09/2021;18:27:08;108;Acidente sem VITIMA;359,000;BR-101/SC;Sul;Saída de pista;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
04/09/2021;18:52:12;111;Acidente com VITIMA;356,000;BR-101/SC;Norte;Colisão - Traseira;1;0;0;0;0;0;0;0;0;1;2;0;0;1;0
04/09/2021;19:43:54;118;Acidente sem VITIMA;451,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
04/09/2021;21:39:24;127;Acidente com VITIMA;329,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
05/09/2021;01:15:55;2;Acidente sem VITIMA;343,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
05/09/2021;01:37:58;5;Acidente sem VITIMA;341,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
05/09/2021;02:27:09;6;Acidente sem VITIMA;303,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
05/09/2021;05:26:34;13;Acidente sem VITIMA;313,000;BR-101/SC;Sul;Colisão - Traseira;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
05/09/2021;05:32:07;14;Acidente sem VITIMA;308,000;BR-101/SC;Norte;Colisão - Transversal;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
05/09/2021;10:51:16;42;Acidente sem VITIMA;256,000;BR-101/SC;Sul;Colisão - Lateral;2;0;0;0;0;0;0;0;0;0;5;0;0;0;0
05/09/2021;11:40:35;47;Acidente sem VITIMA;298,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0
05/09/2021;14:57:04;73;Acidente com VITIMA;331,000;BR-101/SC;Norte;Capotamento;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
05/09/2021;17:09:17;86;Acidente sem VITIMA;410,000;BR-101/SC;Sul;Capotamento;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
05/09/2021;22:56:07;116;Acidente sem VITIMA;437,000;BR-101/SC;Sul;Atropelamento de Animal;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
05/09/2021;23:39:21;120;Acidente com VITIMA;418,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;1;0;0;0;0;0;0;3;0;0;1;0
