data;horario;n_da_ocorrencia;tipo_de_ocorrencia;km;trecho;sentido;tipo_de_acidente;automovel;bicicleta;caminhao;moto;onibus;outros;tracao_animal;transporte_de_cargas_especiais;trator_maquinas;utilitarios;ilesos;levemente_feridos;moderadamente_feridos;gravemente_feridos;mortos
28/06/2021;00:13:00;2;Acidente sem VITIMA;336;BR-101/SC;Sul;Choque Barreira;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
28/06/2021;07:48:32;24;Acidente sem VITIMA;385;BR-101/SC;Norte;Saída de pista;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
28/06/2021;09:28:00;42;Acidente sem VITIMA;331;BR-101/SC;Sul;Colisão - Lateral;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
28/06/2021;12:46:00;72;Acidente sem VITIMA;374,5;BR-101/SC;Norte;Capotamento;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
28/06/2021;13:39:00;79;Acidente sem VITIMA;337;BR-101/SC;Norte;Colisão - Lateral;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
28/06/2021;01:36:00;8;Acidente sem VITIMA;373;BR-101/SC;Ambos;Saída de pista;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0
29/06/2021;23:42:21;151;Acidente sem VITIMA;259;BR-101/SC;Norte;Saída de pista;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
29/06/2021;10:51:00;58;Acidente com VITIMA;437;BR-101/SC;Norte;Colisão - Transversal;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0
29/06/2021;04:05:00;6;Acidente sem VITIMA;296,8;BR-101/SC;Norte;Atropelamento de Animal;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
30/06/2021;01:58:45;3;Acidente sem VITIMA;372;BR-101/SC;Norte;Tombamento;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
30/06/2021;08:34:00;41;Acidente sem VITIMA;407;BR-101/SC;Ambos;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
30/06/2021;09:55:00;52;Acidente sem VITIMA;324;BR-101/SC;Norte;Colisão - Transversal;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
30/06/2021;12:04:00;65;Acidente com VITIMA;424;BR-101/SC;Norte;Colisão - Lateral;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0
30/06/2021;15:12:00;88;Acidente sem VITIMA;331;BR-101/SC;Norte;Colisão - Transversal;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
01/07/2021;21:50:00;123;Acidente sem VITIMA;281,000;BR-101/SC;Sul;Colisão - Lateral;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
01/07/2021;21:59:21;125;Acidente sem VITIMA;337,000;BR-101/SC;Sul;Colisão - Traseira;1;0;0;0;0;0;0;1;0;0;4;0;0;0;0
01/07/2021;02:10:00;13;Acidente sem VITIMA;372,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
01/07/2021;07:28:00;28;Acidente sem VITIMA;401,000;BR-101/SC;Sul;Colisão - Lateral;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0
01/07/2021;10:19:00;61;Acidente com VITIMA;288,000;BR-101/SC;Norte;Colisão - Transversal;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0
01/07/2021;14:07:00;88;Acidente com VITIMA;344,000;BR-101/SC;Norte;Colisão - Lateral;1;0;0;1;0;0;0;0;0;0;1;2;0;0;0
01/07/2021;15:32:00;95;Acidente com VITIMA;328,000;BR-101/SC;Sul;Colisão - Traseira;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0
02/07/2021;19:26:00;118;Acidente sem VITIMA;305,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
02/07/2021;22:50:00;127;Acidente com VITIMA;432,000;BR-101/SC;Sul;Capotamento;2;0;0;0;0;0;0;0;0;0;1;0;2;0;0
02/07/2021;07:35:00;28;Acidente sem VITIMA;304,000;BR-101/SC;Norte;Capotamento;1;0;0;0;0;0;0;0;0;1;4;0;0;0;0
02/07/2021;02:24:00;8;Acidente sem VITIMA;327,000;BR-101/SC;Norte;Colisão - Lateral;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0
02/07/2021;13:39:26;82;Acidente sem VITIMA;281,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
02/07/2021;13:40:00;83;Acidente com VITIMA;436,000;BR-101/SC;Ambos;Colisão - Lateral;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0
03/07/2021;18:08:59;116;Atropelamento;358,000;BR-101/SC;Norte;Atropelamento - Morador/Trabalhador/Estudante;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0
03/07/2021;18:26:00;118;Acidente sem VITIMA;282,000;BR-101/SC;Sul;Outros;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
03/07/2021;02:30:00;12;Acidente sem VITIMA;442,000;BR-101/SC;Norte;;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
03/07/2021;19:51:14;126;Acidente sem VITIMA;359,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0
03/07/2021;20:19:00;128;Atropelamento;417,000;BR-101/SC;Sul;Atropelamento - Usuário;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0
03/07/2021;03:23:14;16;Acidente sem VITIMA;389,000;BR-101/SC;Sul;Capotamento;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
04/07/2021;04:15:00;11;Acidente sem VITIMA;334,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
04/07/2021;21:47:00;117;Acidente com VITIMA;401,000;BR-101/SC;Norte;Colisão - Frontal;1;0;0;1;0;0;0;0;0;0;2;0;1;0;0
04/07/2021;05:44:59;14;Acidente com VITIMA;372,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
04/07/2021;06:14:00;15;Acidente sem VITIMA;378,000;BR-101/SC;Sul;Saída de pista;2;0;0;0;0;0;0;0;0;0;5;0;0;0;0
04/07/2021;07:05:00;23;Acidente sem VITIMA;369,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
04/07/2021;09:38:00;44;Acidente sem VITIMA;443,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0
04/07/2021;01:34:00;5;Acidente com VITIMA;328,000;BR-101/SC;Norte;Colisão - Traseira;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0
05/07/2021;05:18:00;25;Acidente sem VITIMA;321,000;BR-101/SC;Sul;Saída de pista;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
05/07/2021;14:07:00;93;Acidente sem VITIMA;334,000;BR-101/SC;Norte;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
06/07/2021;19:04:00;101;Acidente com VITIMA;306,000;BR-101/SC;Sul;Colisão - Traseira;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0
06/07/2021;21:49:00;112;Acidente com VITIMA;405,000;BR-101/SC;Norte;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;1;1;1;0;0
06/07/2021;03:41:00;13;Acidente com VITIMA;441,000;BR-101/SC;Sul;;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0
06/07/2021;06:13:00;20;Acidente sem VITIMA;262,000;BR-101/SC;Norte;Atropelamento de Animal;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
06/07/2021;15:56:00;81;Acidente sem VITIMA;327,000;BR-101/SC;Sul;Colisão - Traseira;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
07/07/2021;17:06:07;121;Acidente com VITIMA;359,000;BR-101/SC;Sul;Colisão - Frontal;1;0;0;1;0;0;0;0;0;0;1;2;0;0;0
07/07/2021;18:24:00;129;Atropelamento;309,000;BR-101/SC;Norte;Atropelamento - Andarilho;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0
07/07/2021;18:39:52;133;Atropelamento Fatal;333,000;BR-101/SC;Sul;Atropelamento - Andarilho;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1
08/07/2021;21:29:00;133;Acidente sem VITIMA;360,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
08/07/2021;22:31:44;142;Acidente sem VITIMA;415,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
08/07/2021;00:22:07;2;Acidente sem VITIMA;394,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0
09/07/2021;03:06:00;13;Acidente sem VITIMA;267,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
09/07/2021;09:26:00;61;Acidente sem VITIMA;364,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
09/07/2021;10:31:00;67;Acidente sem VITIMA;297,000;BR-101/SC;Sul;Colisão - Traseira;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0
10/07/2021;21:31:00;124;Acidente com VITIMA;330,000;BR-101/SC;Norte;Colisão - Traseira;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0
10/07/2021;04:22:00;14;Acidente sem VITIMA;269,000;BR-101/SC;Sul;Colisão - Lateral;1;0;1;0;0;0;0;0;0;0;3;0;0;0;0
10/07/2021;09:22:00;47;Acidente com VITIMA FATAL;365,000;BR-101/SC;Sul;Capotamento;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2
10/07/2021;10:34:00;54;Acidente sem VITIMA;334,000;BR-101/SC;Sul;Colisão - Traseira;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0
10/07/2021;02:04:00;7;Acidente sem VITIMA;305,000;BR-101/SC;Sul;Colisão - Traseira;1;0;0;0;0;0;0;0;0;3;4;0;0;0;0
11/07/2021;20:37:00;104;Acidente com VITIMA;411,000;BR-101/SC;Sul;Choque - Poste;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
11/07/2021;02:41:00;12;Acidente sem VITIMA;365,000;BR-101/SC;Norte;Saída de pista;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
11/07/2021;11:34:00;50;Acidente com VITIMA;406,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
11/07/2021;12:02:00;51;Acidente com VITIMA;409,000;BR-101/SC;Sul;Queda de moto;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0
11/07/2021;01:20:41;7;Acidente sem VITIMA;393,000;BR-101/SC;Sul;Capotamento;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
11/07/2021;15:56:00;72;Acidente sem VITIMA;314,000;BR-101/SC;Sul;Engavetamento;10;0;0;0;0;0;0;0;0;0;26;0;0;0;0
11/07/2021;16:00:00;73;Acidente com VITIMA;314,000;BR-101/SC;Norte;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;3;1;0;0;0
11/07/2021;18:16:00;88;Acidente sem VITIMA;325,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0
12/07/2021;14:08:00;80;Acidente sem VITIMA;269,000;BR-101/SC;Norte;Colisão - Traseira;1;0;0;0;0;0;0;1;0;0;4;0;0;0;0
13/07/2021;18:42:00;105;Acidente com VITIMA;431,000;BR-101/SC;Sul;Colisão - Lateral;1;0;0;1;0;0;0;0;0;0;1;0;2;0;0
13/07/2021;12:31:00;67;Acidente sem VITIMA;325,000;BR-101/SC;Sul;Colisão - Lateral;1;0;0;0;0;1;0;0;0;0;2;0;0;0;0
13/07/2021;13:27:00;73;Acidente sem VITIMA;255,000;BR-101/SC;Sul;Saída de pista;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
13/07/2021;14:33:00;83;Acidente sem VITIMA;354,000;BR-101/SC;Norte;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0
13/07/2021;17:30:00;99;Acidente sem VITIMA;436,000;BR-101/SC;Norte;Colisão - Traseira;0;0;0;1;0;0;0;0;0;1;2;0;0;0;0
14/07/2021;18:42:00;118;Acidente com VITIMA;293,000;BR-101/SC;Norte;Queda de moto;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0
14/07/2021;08:05:00;32;Acidente sem VITIMA;335,000;BR-101/SC;Sul;Colisão - Transversal;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
14/07/2021;10:00:00;58;Acidente com VITIMA;352,000;BR-101/SC;Sul;Queda de moto;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
14/07/2021;14:28:00;85;Acidente sem VITIMA;312,000;BR-101/SC;Norte;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0
14/07/2021;15:12:00;89;Acidente com VITIMA;430,000;BR-101/SC;Norte;Colisão - Traseira;1;0;0;1;0;0;0;0;0;0;1;2;0;0;0
14/07/2021;04:10:00;9;Acidente com VITIMA;268,000;BR-101/SC;Norte;Tombamento;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
15/07/2021;15:43:29;107;Atropelamento;458,000;BR-101/SC;Sul;Atropelamento - Funcionário;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
15/07/2021;19:09:14;127;Acidente sem VITIMA;415,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
15/07/2021;22:37:57;143;Acidente sem VITIMA;464,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
15/07/2021;10:58:00;73;Acidente sem VITIMA;418,000;BR-101/SC;Sul;Colisão - Transversal;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0
15/07/2021;12:12:00;82;Acidente sem VITIMA;355,000;BR-101/SC;Sul;Colisão - Frontal;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0
15/07/2021;13:40:00;90;Acidente sem VITIMA;333,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
15/07/2021;14:27:00;96;Acidente sem VITIMA;333,000;BR-101/SC;Sul;Colisão - Lateral;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
16/07/2021;00:22:22;1;Acidente sem VITIMA;334,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
16/07/2021;16:33:55;101;Acidente sem VITIMA;246,000;BR-101/SC;Norte;Choque Defensa;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0
16/07/2021;13:15:27;79;Acidente com VITIMA;419,000;BR-101/SC;Norte;Colisão - Transversal;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0
16/07/2021;14:37:56;92;Acidente sem VITIMA;350,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
17/07/2021;17:26:07;114;Acidente sem VITIMA;344,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0
17/07/2021;02:10:05;12;Acidente com VITIMA;251,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;3;2;0;0;0
17/07/2021;20:06:18;126;Acidente com VITIMA;271,000;BR-101/SC;Norte;Choque Barreira;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
17/07/2021;04:20:07;19;Acidente com VITIMA;461,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
17/07/2021;05:21:20;21;Acidente sem VITIMA;264,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
17/07/2021;00:20:03;3;Acidente sem VITIMA;360,000;BR-101/SC;Sul;Choque Barreira;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
17/07/2021;00:56:45;7;Acidente sem VITIMA;281,000;BR-101/SC;Norte;Saída de pista;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
17/07/2021;11:01:55;71;Acidente sem VITIMA;400,000;BR-101/SC;Sul;Colisão - Lateral;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
17/07/2021;11:14:12;72;Acidente sem VITIMA;341,000;BR-101/SC;Norte;Colisão - Lateral;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0
17/07/2021;11:43:44;80;Acidente com VITIMA;325,000;BR-101/SC;Norte;Colisão - Traseira;2;0;0;0;0;0;0;0;0;1;3;1;0;0;0
18/07/2021;20:19:53;105;Acidente sem VITIMA;411,000;BR-101/SC;Norte;Colisão - Lateral;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0
18/07/2021;19:01:09;95;Acidente sem VITIMA;321,000;BR-101/SC;Sul;Colisão - Lateral;1;0;0;1;0;0;0;0;0;0;2;0;0;0;0
19/07/2021;17:10:05;107;Acidente sem VITIMA;363,000;BR-101/SC;Sul;;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0
19/07/2021;08:05:40;28;Acidente com VITIMA;440,000;BR-101/SC;Sul;Colisão - Traseira;1;0;0;1;0;0;0;0;0;0;2;1;0;0;0
19/07/2021;14:38:01;87;Acidente sem VITIMA;350,000;BR-101/SC;Norte;Colisão - Traseira;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0
19/07/2021;04:00:16;9;Acidente sem VITIMA;349,000;BR-101/SC;Norte;Saída de pista;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
20/07/2021;06:53:59;22;Acidente com VITIMA;280,000;BR-101/SC;Sul;Queda de moto;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
21/07/2021;09:44:54;49;Acidente sem VITIMA;335,000;BR-101/SC;Sul;Colisão - Traseira;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
22/07/2021;18:35:51;101;Acidente sem VITIMA;326,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0
23/07/2021;14:49:55;102;Acidente sem VITIMA;260,000;BR-101/SC;Norte;Colisão - Lateral;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0
23/07/2021;16:39:19;113;Acidente com VITIMA;338,000;BR-101/SC;Sul;Capotamento;2;0;0;0;0;0;0;0;0;0;0;5;1;0;0
23/07/2021;18:38:20;129;Acidente com VITIMA;325,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0
23/07/2021;18:39:44;130;Acidente sem VITIMA;339,000;BR-101/SC;Norte;Colisão - Frontal;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0
23/07/2021;22:08:53;157;Acidente sem VITIMA;435,000;BR-101/SC;Ambos;Colisão - Lateral;1;0;1;0;0;0;0;0;0;0;3;0;0;0;0
23/07/2021;23:08:32;166;Acidente sem VITIMA;464,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0
23/07/2021;12:49:22;85;Acidente com VITIMA;410,000;BR-101/SC;Norte;Tombamento;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
23/07/2021;14:15:51;98;Acidente sem VITIMA;364,000;BR-101/SC;Norte;Choque com objeto sobre a pista;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
24/07/2021;19:28:44;103;Acidente com VITIMA;330,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0
24/07/2021;23:03:24;120;Acidente com VITIMA;290,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;3;3;0;0;0
24/07/2021;23:11:23;122;Acidente com VITIMA;331,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;3;0;0;0
24/07/2021;08:28:53;24;Acidente sem VITIMA;334,000;BR-101/SC;Sul;Colisão - Lateral;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0
24/07/2021;15:00:11;83;Acidente sem VITIMA;286,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
25/07/2021;04:17:46;12;Acidente sem VITIMA;381,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
25/07/2021;20:38:13;121;Acidente sem VITIMA;306,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
25/07/2021;20:52:13;123;Acidente com VITIMA;346,000;BR-101/SC;Sul;Colisão - Traseira;1;0;0;1;0;0;0;0;0;0;2;2;0;0;0
25/07/2021;21:28:54;128;Acidente sem VITIMA;415,000;BR-101/SC;Sul;Choque Defensa;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
25/07/2021;08:09:36;26;Acidente com VITIMA;322,000;BR-101/SC;Norte;Capotamento;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
25/07/2021;15:57:00;78;Acidente sem VITIMA;321,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;6;0;0;0;0
25/07/2021;03:51:10;9;Acidente sem VITIMA;321,000;BR-101/SC;Norte;Colisão - Lateral;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
26/07/2021;17:00:05;106;Acidente sem VITIMA;319,000;BR-101/SC;Norte;Colisão - Lateral;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
26/07/2021;17:01:31;107;Acidente com VITIMA;367,000;BR-101/SC;Ambos;Capotamento;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0
26/07/2021;00:27:51;2;Acidente sem VITIMA;426,000;BR-101/SC;Sul;Colisão - Traseira;1;0;0;0;0;0;0;1;0;0;3;0;0;0;0
26/07/2021;12:16:56;75;Acidente com VITIMA;336,000;BR-101/SC;Norte;Colisão - Lateral;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0
27/07/2021;12:12:51;62;Acidente com VITIMA;425,000;BR-101/SC;Norte;Queda de moto;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
27/07/2021;14:13:15;73;Acidente sem VITIMA;331,000;BR-101/SC;Sul;Choque Barreira;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0
28/07/2021;20:12:54;147;Acidente sem VITIMA;269,000;BR-101/SC;Sul;Colisão - Lateral;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0
28/07/2021;07:10:09;27;Acidente sem VITIMA;245,000;BR-101/SC;Sul;Capotamento;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
28/07/2021;08:02:04;43;Acidente sem VITIMA;437,000;BR-101/SC;Sul;Outros;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0
28/07/2021;08:09:31;46;Acidente com VITIMA;428,000;BR-101/SC;Norte;Colisão - Transversal;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0
28/07/2021;08:15:01;47;Acidente com VITIMA;382,000;BR-101/SC;Sul;Colisão - Traseira;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0
28/07/2021;02:04:02;9;Acidente sem VITIMA;293,000;BR-101/SC;Sul;Colisão - Traseira;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0
29/07/2021;16:16:12;101;Acidente sem VITIMA;434,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0
29/07/2021;19:11:05;123;Acidente com VITIMA;345,000;BR-101/SC;Sul;Capotamento;2;0;0;0;0;0;0;0;0;0;2;1;0;0;0
30/07/2021;19:51:00;136;Acidente sem VITIMA;339,000;BR-101/SC;Sul;Queda de moto;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
30/07/2021;20:58:18;144;Acidente com VITIMA;414,000;BR-101/SC;Norte;Colisão - Frontal;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0
30/07/2021;10:12:12;76;Acidente sem VITIMA;267,000;BR-101/SC;Sul;Capotamento;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
31/07/2021;17:11:39;102;Acidente sem VITIMA;385,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0
31/07/2021;17:24:20;104;Acidente com VITIMA;399,000;BR-101/SC;Norte;Colisão - Transversal;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0
31/07/2021;17:52:22;109;Acidente com VITIMA;333,000;BR-101/SC;Sul;Colisão - Traseira;1;0;0;0;0;0;0;0;0;1;2;1;0;0;0
31/07/2021;19:33:02;116;Acidente com VITIMA;450,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;3;1;0;0;0
31/07/2021;04:27:04;12;Acidente sem VITIMA;437,000;BR-101/SC;Sul;Saída de pista;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
31/07/2021;22:17:19;130;Acidente sem VITIMA;273,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
31/07/2021;08:47:36;29;Acidente sem VITIMA;344,500;BR-101/SC;Norte;Colisão - Lateral;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0
31/07/2021;11:18:46;51;Acidente sem VITIMA;396,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;6;0;0;0;0
31/07/2021;02:34:05;8;Acidente sem VITIMA;405,000;BR-101/SC;Sul;Colisão - Traseira;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
31/07/2021;15:13:08;82;Acidente com VITIMA FATAL;289,000;BR-101/SC;Norte;Colisão - Traseira;0;0;0;2;0;0;0;0;0;0;0;1;1;0;1
01/08/2021;06:11:53;18;Acidente sem VITIMA;390,000;BR-101/SC;Sul;Atropelamento de Animal;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
01/08/2021;11:14:49;51;Acidente com VITIMA;374,000;BR-101/SC;Norte;Capotamento;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
01/08/2021;15:07:58;65;Acidente sem VITIMA;356,000;BR-101/SC;Sul;Colisão - Lateral;1;0;0;0;0;0;0;0;0;1;5;0;0;0;0
01/08/2021;16:57:11;75;Acidente sem VITIMA;308,000;BR-101/SC;Sul;Outros;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
01/08/2021;20:41:04;94;Acidente sem VITIMA;364,580;BR-101/SC;Sul;Outros;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
02/08/2021;21:23:12;133;Acidente sem VITIMA;331,000;BR-101/SC;Sul;Colisão - Lateral;1;0;0;1;0;0;0;0;0;0;2;0;0;0;0
02/08/2021;22:01:38;135;Acidente com VITIMA;277,000;BR-101/SC;Sul;Choque Barreira;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0
02/08/2021;23:02:43;140;Acidente sem VITIMA;276,000;BR-101/SC;Sul;Capotamento;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
02/08/2021;01:49:08;2;Acidente com VITIMA;337,500;BR-101/SC;Norte;Colisão - Traseira;1;0;0;0;0;0;0;1;0;0;3;0;1;0;0
02/08/2021;07:55:18;32;Acidente sem VITIMA;341,000;BR-101/SC;Norte;Choque Barreira;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
03/08/2021;17:25:26;116;Acidente sem VITIMA;349,000;BR-101/SC;Norte;Saída de pista;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
03/08/2021;19:08:10;123;Acidente sem VITIMA;352,200;BR-101/SC;Norte;Colisão - Traseira;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0
03/08/2021;23:40:22;136;Acidente sem VITIMA;464,000;BR-101/SC;Norte;Saída de pista;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0
